productID,name,price,url,rating,description,reviews
4845278,CyberPowerPC Ryzen 5 16 GB 1TB RTX4060 Gaming PC,829.0,https://www.argos.co.uk/product/4845278?clickSR=slp:term:computer:9:592:1,4.8,"Game, stream, create. The GeForce RTX 4060 lets you take on the latest games and apps with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience immersive, AI-accelerated gaming with ray tracing and DLSS 3, and supercharge your creative process and productivity with NVIDIA Studio. Please note: Images are for illustration purposes only and some components in the final systems may differ from those visible. Part number: ARG010236. You'll get Windows 11 fully installed meaning you're ready to game straight out of the box. CyberPowerPC are a top-tier partner with the major brands such as Intel, AMD, NVIDIA, MSI, ASUS, meaning we're serious about what we do and we have the pedigree to outdo the competition. Get 1 year Norton 360 for Gamers VPN for FREE with your PC. Norton 360 for Gamers offers VPN protection for up to 3 PCs, Mac, smartphones or tablets which mean you can use the VPN protection on your iPhone or Android Phone as well. CPU and Memory: AMD Ryzen 5- 5500 processor. Hex core processor. Processor speed 3.6GHz with a burst speed of 4.2GHz. 16 GB RAM DDR4. Hard drive: 1TB NVMEe storage. Graphics: Dedicated graphics. GeForce RTX NVIDIA GeForce RTX 4060 with 8GB memory GDDR6. Interfaces and connectivity: 2 x USB 2.0 ports. 4 x USB 3.2 ports. Ethernet port. 2 HDMI ports. Headphones jack. Operating system and software: Windows 11 Home. General features: Size H53.5, W380, D470cm. Weight 16kg. Power saving facility. Manufacturer's 5 years labour and 2 years parts guarantee. EAN: 5057436033213.","['Great machine\r\nRuns well and looks amazing\r\nIt’s a great Pc for anyone who wants to get into gaming or already is\r\nForget about what the elitiest say you don’t need to speed thousands to game on a Pc', 'Awesome PC for the price, however, I’ve noticed the WiFi adaptor they provide you isn’t the best and you will experience difficulty connecting with the adapter they give you. \r\nI recommend getting a better quality adaptor or an LAN cable for a better and stable connection.', 'so far i been having it for 2 weeks no issiues it came with better internal parts than expected  once i asked about product it suposed to come with 2 ram slots came with 4 witch was perfect for me since i could upgrade instantly to 64 gb from my old pc p.s you definitely  will need upgrade rams because it only 2666mhz  and you might need considering future upgrade to cooling cpu since its comes with simple standart cpu fan depends of your usage it might be enough for some people. but for this price tag is absolutely worth it.', 'I recently bought this pc and i couldnt be happier with my decision and heres why:\r\nThe performance is exceptional. The Ryzen 5 handles most things you throw at it from\r\ngaming to multitasking and streaming. Especially when it is paired with the RTX 4060, you can enjoy ur favourite games with high settings and you get 100+ fps depending on the game itself. i also love the design and the rgb colours which bring a fresh feel and are customisable via the msi center.', 'I bought this pc for my first pc and I have no issues with it.The temperature for the cpu it s very good,I have no lag on the games.Everything it s all good!!']"
3442380,HP Slim S01-pF2003na i3 8GB 256GB Desktop PC,349.0,https://www.argos.co.uk/product/3442380?clickSR=slp:term:computer:10:592:1,4.333333333333333,"Dependable PC. From the brand trusted by millions, maximise your space with an HP Desktop PC that blends proven technology with a slim design. Model number: S01-pF2003na. Part number: 6M121EA. Seamlessly connect other devices with convenient front-facing ports. Add some style to your room thanks to this slim PC. Sleek, stylish and practical, this slim PC can fit just about anywhere. Breeze through tasks all-day with a reliable processor, plus, save all your content with abundant storage. CPU and Memory: Intel Core i3- 12100 processor. Quad core processor. Processor speed 3.3GHz with a burst speed of 4.3GHz. 8 GB RAM DDR4. Hard drive: 256GB SSD storage. Graphics: Shared graphics. Intel UHD Graphics 730. Interfaces and connectivity: 4 x USB 2.0 ports. 4 x USB 3.0 ports. Ethernet port. 1 HDMI port. 1 VGA port. Bluetooth. Headphones jack. Wireless/Wi-Fi enabled. Wired keyboard and mouse. Operating system and software: Windows 11. General features: Size H27, W9.5, D30.3cm. Weight 3.02kg. Manufacturer's 1 year guarantee. EAN: 196786218484.","['Had it just 3 weeks the best buy i have ever had so fast and so easy to set up and use', 'Bought to replace old computer and can’t believe how quick it is. Easy to set up.', 'Had this a few weeks and all going well. Should have gone for one with larger internal memory for all my photos, but no issue with the computer itself.', ""Brought as a replacement for an ageing Laptop. As I don't need a portable computer nowadays, I've linked the Desktop to my Smart TV and I'm very pleased with the setup."", 'I bought this PC to replace my 16 year old unit. I cannot believe how fast it is. It meets all of my needs as a PC. An added bonus is the built in DVD/CD ROM Drive. There are plenty of USB sockets on bothe the front & back. Setting up was very easy. The physical size of the unit is approximately one third of the size of the old.\r\nI would definately recommend it for the average family.', 'I purchsed this a few weeks ago Im delighted with the quality', 'This was purchased to update a very ancient desktop HP computer and has latest features and will improve my use when in operation', 'This machine is certainly a great improvement on my nine year old HP. The ON button is very small and takes a bit of finding if below the working surface, otherwise no complaints. Am taking a bit of time getting to grips with Windows 11.', 'I have been unable to use this desktop as it is not compatible with a Thunderbolt G4 dock - something which your helpdesk took a while to find out. They were unable to help with changing it - unless I spoke to yet another person. So, at this moment, I and my organisation are ex-customers']"
1123261,CyberPowerPC Ryzen 5 16GB 500GB RTX3050 Gaming PC,679.0,https://www.argos.co.uk/product/1123261?clickSR=slp:term:computer:11:592:1,4.5,"This enthusiast gaming system features an AMD Ryzen 5 4500 processor with NVIDIA GeForce RTX 3050 graphics card, 16GB of DDR4 2400MHz RAM, and a full 500GB of lightning fast NVMEe storage. It comes in a CyberPowerPC Blaze gaming case complete with x4 CyberPowerPC ARGB fans. Model number: ARG010114. Part number: ARG010114. The GeForce RTX 3050 is built with the powerful graphics performance of the NVIDIA Ampere architecture. It offers dedicated 2nd gen RT Cores and 3rd gen Tensor Cores, new streaming multiprocessors, and high-speed G6 memory to tackle the latest games. You'll also get Windows 11 fully installed meaning you're ready to game straight out of the box. CPU and Memory: AMD Ryzen 5 - 4500 processor. Hex core processor. Processor speed 3.6GHz with a burst speed of 4.1GHz. 16 GB RAM DDR4. Hard drive: 500GB NVMEe storage. Graphics: Dedicated graphics. NVIDIA RTX 30 Series RTX 3050. Interfaces and connectivity: 2 x USB 2.0 ports. 4 x USB 3.2 ports. Ethernet port. 1 HDMI port. 1 DVI port. Headphones jack. Wireless/Wi-Fi enabled. Operating system and software: Windows 11 Home. General features: Size H45, W20.5, D36cm. Weight 10kg. Power saving facility. Manufacturer's 5 years labour and 2 years parts guarantee. EAN: 5057436028691.","['Superfast gaming pc, runs games smoothly', ""the product is defective, it turns on and off, it blocks the monitor since January 16th, I can't return it because I'm still waiting for the pickup date I DO NOT RECOMMEND"", 'i brought this at the start of 2024 been using this on a day to day basis', 'Bought this item month ago ,😀', 'Perfect for this price. My son is realy happy now.  Zero laging ewen when everything is maximum on.', 'The computer is used by a 17-year-old, he is very satisfied, 4 stars because it was scratched when we unpacked it. The parcel was in good condition.', 'I bought this a couple weeks ago for my son and he is over the moon , very pleased and very aesthetic look too', 'Cyberpower Ryzen 5 16GB 500GB RTX3050 Gaming PC Amazing Very Happy', ""I bought this month ago and I'm happy with it, doing all the job I need."", 'I bought this a few weeks ago really happy with it very good product great gaming loads of storage', ""I bought this pc just under a month ago and its been brilliant I can't fault it in anyway so far"", 'Quite happy with the pc, fast and efficient great for day to day gaming']"
7534971,Lenovo IdeaCentre AIO 3 23.8in R3 8GB 512GB All-in-One PC,499.0,https://www.argos.co.uk/product/7534971?clickSR=slp:term:computer:12:592:1,4.833333333333333,"The clean lines and compact frame of the Lenovo IdeaCentre AIO 3 encase a singularly performance-driven machine, with AMD Ryzen 3 7000 Series processor for raw power and ultra-fast performance. And the tiny desk footprint of this quintessential family PC belies its entertainment features, including a wide three-sided narrow bezel FHD display and powerful stereo speakers by Harman. Model number: F0HR001PUK. Part number: F0HR001PUK. Dive into cinematic films without the eye strain. The IdeaCentre AIO 3 boasts an expansive IPS 100 Hz display with a vivid 99% sRGB colour range and Low Blue Light certificate. Enhanced with Harman audio, it's your ticket to immersive visuals and sonorous sound. See clearer, hear sharper. The 5MP webcam, tuned by Lenovo Smart Meeting - an AI-algorithm-based camera solution - ensures you look your best on screen during video calls. Meanwhile, Smart Noise Cancelling cuts down on audio distractions from the background and picks up your voice from afar. CPU and Memory: AMD Ryzen 3 7335U processor. Quad core processor. Processor speed 3GHz with a burst speed of 4.3GHz. 8 GB RAM DDR5. Hard drive: 512GB SSD storage. Graphics: Shared graphics. Integrated graphics AMD Radeon 660M. Interfaces and connectivity: 2 x USB 2.0 ports. 1 x USB 3.2 port. 3 x USB Type-A ports. 1 x USB Type-C port. Ethernet port. 2 HDMI ports. Headphones jack. Bluetooth. Wireless/Wi-Fi enabled. Webcam and sound: 5MP . Wireless keyboard and mouse. Operating system and software: Windows 11 Home. Monitor: 23.8in display. Resolution 1920 x 1080 pixels. Full HD Display. Refresh rate 100 Hz. General features: Size H43.1, W54, D19.2cm. Weight 6kg. Manufacturer's 1 year guarantee. EAN: 197530693878.","['Am happy with my purchase', 'Absolutely love it, fast and great screen', ""Bought this for my grandson who has just began secondary school. Doesn't need much desk space so fit's easily into his small bedroom."", 'I bought this few weeks ago it’s very good and best features. It’s very good on value which we can’t get it anywhere else .', 'I bought this 2 weeks ago as a replacement for my previous Lenovo which had stopped working', 'easier than I thought it would be to use very pleased with the clear screen']"
5822764,HP Victus TG02-1015na 16GB 512GB RTX3050 Gaming PC,779.0,https://www.argos.co.uk/product/5822764?clickSR=slp:term:computer:13:592:1,5.0,"A multi-purpose Gaming Desktop for all your needs Get one machine to do it all with the Victus Desktop Gaming PC. Play for real with an Intel processor and impressive graphics. Seamlessly switch over to work or streaming with the latest Windows 11 OS, 9 USB ports, and plenty of storage. Control RGB lighting and other performance features in the OMEN Gaming Hub. Model number: TG02-1015na. Part number: 9T744EA #ABU. Up your game with powerful specs - Play for real with an Intel processor, impressive graphics, plus Bluetooth and Wi-Fi connectivity. Elevate your play with OMEN Gaming Hub - The OMEN Gaming Hub puts you in charge of everything from system vitals and hardware controls to RGB lighting. CPU and Memory: Intel Core i513400 processor. 10 Core processor. Processor speed 2.5GHz with a burst speed of 4.6GHz. 16 GB RAM DDR4. Hard drive: 512GB SSD storage. Graphics: Dedicated graphics. NVIDIA GeForce RTX3050 with 8GB memory GDDR6. Interfaces and connectivity: 4 x USB 2.0 ports. 2 x USB 3.0 ports. 2 x USB 3.1 ports. 8 x USB Type-A ports. 1 x USB Type-C port. Ethernet port. 1 HDMI port. Bluetooth. Headphones jack. Wireless/Wi-Fi enabled. Operating system and software: Windows 11 Home. Windows 11 Home. General features: Size H33.7, W15.5, D29.73cm. Weight 6.31kg. Manufacturer's 1 year guarantee. EAN: 197192656372.","['My son is a gamer, he cleaned his bedroom in preparation for the arrival, the computer was tracked and delivered to schedule and he’s so pleased as the computer is amazingly fast. He said it was well worth him saving up to purchase a powerful and great HP computer. He now wants HP camera accessories etc.', 'Bought last month and a fantastic purchase , very speedy gaming pc', 'After a month of use, didn’t find any issues related to this PC. The components work perfectly together giving an impressive performance in both playing and office mode. Great value for this price.']"
5023965,Stormforce Onyx 6742 R5 16GB 1TB Radeon Vega 7 Gaming PC,529.0,https://www.argos.co.uk/product/5023965?clickSR=slp:term:computer:14:592:1,4.666666666666667,"Introducing the Stormforce Onyx gaming desktop with AMD Ryzen 5 5600G, integrated Radeon Graphics, and 16GB RAM and 1TB SSD that together provide improved multitasking and gaming performance. Targeted towards all of your favourite games such as Fortnite, Minecraft, Warzone etc. Model number:7290-6742. Part number: 7290-6742. The AMD Ryzen 5600G Processors deliver impressive generational leaps in performance and amazing power efficiency for consumers, gamers, streamers and creators. Ryzen 5600G Processors are built on the industry-leading 7nm process and Zen 2 core architecture, offering unmatched user experiences and power efficiency in the state-of-the art AMD socket AM4 platform. Experience blazing fast load screens, shorter installation times and an optimised operating system with the installed SSD, as well as lots of useful storage for all your media and work files. Your gaming experience is enhanced with multiple built-in tools at your disposal in Windows 11. CPU and Memory: AMD Ryzen 5-5600G processor. Processor speed 3.9GHz with a burst speed of 4.4GHz. 16 GB RAM DDR4. Hard drive: 1TB SSD storage. Graphics: Shared graphics. Integrated graphics Radeon Vega 7 GDDR6. Interfaces and connectivity: 2 x USB 2.0 ports. 4 x USB 3.2 ports. Ethernet port. 1 HDMI port. Headphones jack. E-SATA. Wireless/Wi-Fi enabled. Operating system and software: Windows 11. General features: Size H43.5, W21.7, D41cm. Weight 18kg. Power saving facility. Manufacturer's 3 year parts and labour guarantee. EAN: 5055396039856.","['Looks good , only used it for a few days but does what it says', 'Fantastic pc ,speed the look and the easy up grade options', 'Very impressed with the quality, speed and memory space. Also looks very good and I like that it has been built for ease of alterations and additions in the future, making it a good option if you want a computer to be with you for a long time.']"
3367867,CyberPowerPC ARG010206 i5 16GB 1TB RTX3060 Gaming PC,749.0,https://www.argos.co.uk/product/3367867?clickSR=slp:term:computer:16:592:1,3.2,"Look as good as you game with the CyberPowerPC Gaming PC. The GeForce RTX 3060 let you take on the latest games using the power of Ampere—NVIDIA's 2nd generation RTX architecture. Get incredible performance with dedicated 2nd gen RT Cores and 3rd gen Tensor Cores, streaming multiprocessors, and high-speed memory. Model number: ARG010206. You'll also get Windows 11 fully installed meaning you're ready to game straight out of the box. CyberPowerPC are an award-winning system builder based in Gateshead and one of the largest system builders in the United Kingdom. Please note: Images are for illustration purposes only and some components in the final systems may differ from those visible. CPU and Memory: Intel Core i5- 12400F processor. Hex core processor. Processor speed 2.5GHz with a burst speed of 4.4GHz. 16 GB RAM DDR4. Hard drive: 1TB NVMEe storage. Graphics: Dedicated graphics. NVIDIA RTX 30 Series GeForce RTX 3060 with 12GB memory GDDR6. Interfaces and connectivity: 4 x USB 2.0 ports. 2 x USB 3.2 ports. Ethernet port. 2 HDMI ports. Headphones jack. Wireless/Wi-Fi enabled. Operating system and software: Windows 11 Home. General features: Size H45, W20.5, D36cm. Weight 10kg. Power saving facility. Manufacturer's 5 years labour and 2 years parts guarantee. EAN: 5057436030380.","[""Garbage, I had to go out and buy a WiFi card just to use my computer properly as using it with just 3MBs is nearly unusable. At least I don't lag in offline games anymore though it still takes a few hours to download a single game."", 'I brought this for my sons on recommendation from a friend and can not fault it. Plus my son loves it.', 'The computer performs very well as expected. However, the information provided by Argos is a bit misleading when it states that when you buy this PC with Windows installed ""...you\'re ready to game straight out of the box"". This is not true. The £850 PC comes without 1. A monitor, 2. A mouse, 3. A keyboard. This is a bit like selling a car and expecting the buyer to then go and buy the windows, steering wheel and tyres separately. Overall quite disappointed with this product as it is an incomplete gaming system.', ""I bought this product a few weeks and in the description it said it has 6 different USB ports, but only 3 work. It also says it has 2 HDMI ports but only works, I've been unable to connect a 2nd monitor due to this. Your own staff even replied to someone saying it can be connected to two monitors, yet this isn't the case. The ethernet port is also faulty, constantly flickering on and off. Extremely dissatisfied."", 'Perfect for Gaming and streaming. Recommended for passionate gamers.']"
3343829,CyberPowerPC i5 16GB 1TB RTX4060 Gaming PC,919.0,https://www.argos.co.uk/product/3343829?clickSR=slp:term:computer:17:592:1,5.0,"Look as good as you game with the CyberPowerPC. Game, stream, create. The GeForce RTX 4060 let you take on the latest games and apps with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience immersive, AI-accelerated gaming with ray tracing and DLSS 3 and supercharge your creative process and productivity with NVIDIA Studio. You'll also get Windows 11 fully installed meaning you're ready to game straight out of the box. Model number: ARG010226. Part number: ARG010226. CyberPowerPC are an award-winning system builder based in Gateshead and one of the largest system builders in the United Kingdom. Get 1 year Norton 360 for Gamers VPN for free with your PC. Norton 360 for Gamers offers VPN protection for up to 3 PCs, Mac, smartphones or tablets which mean you can use the VPN protection on your iPhone or Android Phone as well. Please note: Images are for illustration purposes only and some components in the final systems may differ from those visible. CPU and Memory: Intel Core i5 - 12400F processor. Hex core processor. Processor speed 2.5GHz with a burst speed of 4.4GHz. 16 GB RAM DDR4. Hard drive: 1TB NVMEe storage. Graphics: Dedicated graphics. NVIDIA RTX 40 Series NVIDIA GeForce RTX 4060 with 8GB memory GDDR6. Interfaces and connectivity: 4 x USB 2.0 ports. 2 x USB 3.2 ports. Ethernet port. 2 HDMI ports. Headphones jack. Wireless/Wi-Fi enabled. Operating system and software: Windows 11 Home. General features: Size H46.5, W22, D36.5cm. Weight 10.5kg. Power saving facility. Manufacturer's 5 years labour and 2 years parts guarantee. EAN: 5057436031035.","['Not yet opened as this is a Xmas present for my son, hopefully going by the reviews, this will be exactly what he wants.', 'My son loves it. Great speed for his gaming', ""I bought this nearly a month ago and I'm enjoying it so much"", 'Bought this for my nephews birthday and he loves it, max settings in most games at 60fps 1080p/1440p however this is not for 4k at high resolutions though. Recommended for a first PC.']"
8946049,ASUS ExpertCenter D5 SFF i5 8GB 512GB Desktop PC,499.0,https://www.argos.co.uk/product/8946049?clickSR=slp:term:computer:18:592:1,4.5,"Engineered for the specific demands of hoke office and small business, ASUS ExpertCenter D5 SFF delivers powerful, trustworthy and expandable performance. Its modern, ultra-compact, and flexible design caters to diverse workspaces and usage scenarios at home and in the office. Model number: D500SER-514400009W. Part number: D500SER-514400009W. The perfect balance of performance and size with remarkable expandability that provides space for essential hardware to support diverse productivity needs. The redesigned tool-free chassis makes it easier to remove components by hand, simplifying routine servicing and making future upgrades a breeze. CPU and Memory: Intel Core i5-14400 processor. 10 Core processor. Processor speed 2.5GHz with a burst speed of 4.7GHz. 8 GB RAM DDR5. Hard drive: 512GB SSD storage. Graphics: Shared graphics. Intel Graphics. Interfaces and connectivity: 3 x USB 2.0 ports. 4 x USB 3.2 ports. 8 x USB Type-A ports. Ethernet port. 1 HDMI port. 1 VGA port. Bluetooth. Headphones jack. Wireless/Wi-Fi enabled. Wired keyboard and mouse. Operating system and software: Windows 11 Home. General features: Size H30.9, W9.3, D29.6cm. Weight 5kg. Manufacturer's 1 year guarantee. EAN: 4711387618585.","[""Super desktop, but I found 8GB RAM wasn't enough, even for everyday home office tasks to run well, so upgraded. Kingston offered RAM modules specific to this computer, which I found relatively easy to install."", ""I researched my purchase very carefully and bought this desktop, expecting to want to increase the RAM. I've loved it, but, yes, found it to need more RAM (16GB), even to do everyday home office work swiftly. Upgrading the RAM was quite easy (I went though Kingston, who offer RAM modules specific to the desktop) and it runs really well now. Very happy."", 'Very satisfied easy to use.', 'Replaced my old computer with this. set up was really easy and its a fantastic computer', 'I bought this product a month ago & I’m so happy that I did..', ""I bought this computer to replace my old one that just died on me. I'm pleased with the product, it is well designed and made.""]"
8947811,HP Victus TG02-2002na i5 16GB 512GB RTX4060 Gaming PC,929.0,https://www.argos.co.uk/product/8947811?clickSR=slp:term:computer:19:592:1,5.0,"Get one machine to do it all with the Victus Desktop Gaming PC. Play for real with an Intel processor and impressive graphics. Seamlessly switch over to work or streaming with the latest Windows 11 OS, 9 USB ports, and plenty of storage. Control RGB lighting and other performance features in the OMEN Gaming Hub. Model number: TG02-2002na. Part number: A30XGEA#ABU. One machine for all your needs. Tackle tasks and entertainment with Windows11, 9 USB ports and plenty of storage in this modern designed case. Elevate your play with OMEN Gaming Hub. The OMEN Gaming Hub puts you in charge of everything from system vitals and hardware controls. CPU and Memory: Intel Core i5-14400 processor. 10 Core processor. Processor speed 4.7GHz with a burst speed of 4.7GHz. 16 GB RAM DDR4. Hard drive: 512GB SSD storage. Graphics: Dedicated graphics. GeForce RTX 4060 with 8GB memory GDDR6. Interfaces and connectivity: 4 x USB 2.0 ports. 2 x USB 3.0 ports. 2 x USB 3.1 ports. 8 x USB Type-A ports. 1 x USB Type-C port. Ethernet port. 1 HDMI port. Bluetooth. Headphones jack. Wireless/Wi-Fi enabled. Operating system and software: Windows 11 Home. General features: Size H33.7, W15.5, D29.73cm. Weight 6.31kg. Manufacturer's 1 year guarantee. EAN: 198415049346.",['Bought this to replace a HP pavilion desktop PC.  A lot smaller and quick to load up.  Was ordered and then went out of stock with HP saying it was on back order and then had a notification that I would receive it soon.  Good spec and bought through my work at a discount on PayPal credit 0% finance over 36 months.  Would recommend and can have a colour on V which lights up.']
